"","X","ID","OG_ID","Triangle","Corner","TriangleCorner","date","SnowDepth","SnowDepth_Noplus","temperature","x_4326","y_4326","x_3006","y_3006","MiddleTime","era5_new_date","era5_plusminus","era5_precip","era5_temp","granule_time","time_difference","granule_id","orbitProp","pathNr","frameNr","mask.tif","angle.tif","VH.tif","VV.tif","point_VH","point_VV","points_angle","points_mask"
"75",74,173,181,"AC-42","B","AC-42B","2018-03-29","110",110,-10,15.76104404,65.87253495,534712.811,7305912.951,"10:30:00","2018-03-28","minus",0.1,-7.7,"05:37:41","28:52:00","S1A_IW_SLC__1SDV_20180328T053741_20180328T053808_021211_024795_07AE","DESCENDING",139,371,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/22_2018-03-28_clip_1000/S1A__IW___D_20180328T053741_VV_gamma0-rtc.tif","0.0179123943805172","0.0908680884778444","33.4880508954236","0"
"76",75,317,330,"AC-42","C","AC-42C","2018-03-29","110",110,-10,15.68504701,65.89042994,531224.7772,7307867.528,"10:30:00","2018-03-30","plus",0.1,-7.2,"16:39:14","30:09:00","S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826","ASCENDING",175,212,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif","0.0158055039393595","0.0588566051972002","46.2437582171367","0"
"77",76,317,330,"AC-42","C","AC-42C","2018-03-29","110",110,-10,15.68504701,65.89042994,531224.7772,7307867.528,"10:30:00","2018-03-30","plus",0.1,-7.2,"05:21:31","18:51:00","S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540","DESCENDING",168,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif","0.0143409882072749","0.0727775324882197","41.3344364205304","0"
"78",77,317,330,"AC-42","C","AC-42C","2018-03-29","110",110,-10,15.68504701,65.89042994,531224.7772,7307867.528,"10:30:00","2018-03-30","plus",0.1,-7.2,"05:21:06","18:51:00","S1A_IW_SLC__1SDV_20180330T052106_20180330T052133_021240_024878_7D66","DESCENDING",168,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif","NA","NA","NA","0"
"79",78,173,181,"AC-42","B","AC-42B","2018-03-29","110",110,-10,15.76104404,65.87253495,534712.811,7305912.951,"10:30:00","2018-03-30","plus",0.1,-7.2,"16:39:14","30:09:00","S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826","ASCENDING",175,212,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif","NA","NA","NA","0"
"80",79,173,181,"AC-42","B","AC-42B","2018-03-29","110",110,-10,15.76104404,65.87253495,534712.811,7305912.951,"10:30:00","2018-03-30","plus",0.1,-7.2,"05:21:31","18:51:00","S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540","DESCENDING",168,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif","0.0150638542758098","0.0735903021332444","44.9162097421506","0"
"81",80,173,181,"AC-42","B","AC-42B","2018-03-29","110",110,-10,15.76104404,65.87253495,534712.811,7305912.951,"10:30:00","2018-03-30","plus",0.1,-7.2,"05:21:06","18:51:00","S1A_IW_SLC__1SDV_20180330T052106_20180330T052133_021240_024878_7D66","DESCENDING",168,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif","NA","NA","NA","0"
"82",81,171,179,"AC-21","B","AC-21B","2018-03-30","80",80,-5,15.58142379,66.32569497,526051.5524,7356334.762,"09:47:30","2018-03-31","plus",0.1,-8.2,"16:30:24","30:42:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.00635053493323237","0.050409921305331","38.6932992962455","0"
"83",82,314,327,"AC-23","C","AC-23C","2018-03-30","65",65,-8,15.40240613,66.19702191,518122.7213,7341929.176,"08:10:00","2018-03-31","plus",0.1,-8.2,"16:30:24","32:20:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.00815191700798915","0.0476082524494763","39.4404429012482","0"
"84",83,28,30,"AC-21","A","AC-21A","2018-03-30","85",85,-5,15.49256311,66.32241149,522072.9725,7355934.593,"09:47:30","2018-03-31","plus",0.1,-8.2,"16:30:24","30:42:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.00699103296312","0.0484766734255441","35.2727328822656","0"
"85",84,170,178,"AC-23","B","AC-23B","2018-03-30","120",120,-8,15.45909231,66.2246367,520653.0315,7345024.777,"08:10:00","2018-03-31","plus",0.1,-8.2,"16:30:24","32:20:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.00957057095240353","0.053985494517866","38.9968805001355","0"
"86",85,27,29,"AC-23","A","AC-23A","2018-03-30","75",75,-8,15.37146429,66.23064849,516707.0051,7345668.731,"08:10:00","2018-03-31","plus",0.1,-8.2,"16:30:24","32:20:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.00976810491911829","0.0555053137518403","38.234609945405","0"
"87",86,42,44,"AC-24","A","AC-24A","2018-03-30","90",90,-5,15.69390556,66.19086231,531257.926,7341357.54,"13:02:30","2018-03-31","plus",0.1,-8.2,"16:30:24","27:27:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.0103102638107524","0.0507366584168581","38.1399084314308","0"
"88",87,172,180,"AC-22","B","AC-22B","2018-03-30","60",60,-5,15.6976547,66.29959822,531291.7265,7353479.21,"11:35:00","2018-03-31","plus",0.1,-8.2,"16:30:24","28:55:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.00600087380835131","0.0385686525457712","38.6471017883261","0"
"89",88,315,328,"AC-21","C","AC-21C","2018-03-30","25",25,-5,15.54403889,66.2931197,524408.0744,7352688.726,"09:47:30","2018-03-31","plus",0.1,-8.2,"16:30:24","30:42:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.00983741649667347","0.0491810911542023","38.2484101917581","0"
"90",89,29,31,"AC-22","A","AC-22A","2018-03-30","80",80,-5,15.66018048,66.26705978,529649.2181,7349834.175,"11:35:00","2018-03-31","plus",0.1,-8.2,"16:30:24","28:55:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.0088121756437371","0.0455617065064973","39.851289323956","0"
"91",90,316,329,"AC-22","C","AC-22C","2018-03-30","65",65,-5,15.74886754,66.27024759,533627.8269,7350234.324,"11:35:00","2018-03-31","plus",0.1,-8.2,"16:30:24","28:55:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.00537720358107397","0.0349896234293543","40.0619502308082","0"
"92",91,329,342,"AC-24","C","AC-24C","2018-03-30","30",30,-5,15.78131809,66.18466847,535204.0008,7340713.562,"13:02:30","2018-03-31","plus",0.1,-8.2,"16:30:24","27:27:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.0107953371749326","0.0523000849425073","40.6303792252083","0"
"93",92,185,193,"AC-24","B","AC-24B","2018-03-30","90",90,-5,15.75089585,66.21837029,533788.2675,7344453.175,"13:02:30","2018-03-31","plus",0.1,-8.2,"16:30:24","27:27:00","S1B_IW_SLC__1SDV_20180331T163024_20180331T163052_010278_012B11_63F7","ASCENDING",102,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/18_2018-03-31_clip_1000/S1B__IW___A_20180331T163024_VV_gamma0-rtc.tif","0.00560273140401008","0.0348653388711442","39.081952985136","0"
"94",93,26,28,"AC-43","A","AC-43A","2018-03-31","100",100,-10,15.25159463,66.12264974,511364.1247,7333603.857,"06:52:30","2018-03-30","minus",0.1,-7.2,"16:39:14","14:13:00","S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826","ASCENDING",175,212,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif","0.00597124216821284","0.0328734502776735","46.7423593341255","0"
"95",94,26,28,"AC-43","A","AC-43A","2018-03-31","100",100,-10,15.25159463,66.12264974,511364.1247,7333603.857,"06:52:30","2018-03-30","minus",0.1,-7.2,"05:21:31","25:30:00","S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540","DESCENDING",168,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif","0.00520981565662121","0.0392703036104819","43.1489866288641","0"
"96",95,26,28,"AC-43","A","AC-43A","2018-03-31","100",100,-10,15.25159463,66.12264974,511364.1247,7333603.857,"06:52:30","2018-03-30","minus",0.1,-7.2,"05:21:06","25:31:00","S1A_IW_SLC__1SDV_20180330T052106_20180330T052133_021240_024878_7D66","DESCENDING",168,369,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/21_2018-03-30_clip_1000/S1A__IW___D_20180330T052106_VV_gamma0-rtc.tif","NA","NA","NA","0"
"97",96,169,177,"AC-43","B","AC-43B","2018-03-31","40",40,-10,15.29647724,66.09173882,513407.6892,7330167.287,"06:52:30","2018-04-01","plus",0.2,-8.9,"16:22:51","33:30:00","S1A_IW_SLC__1SDV_20180401T162251_20180401T162318_021276_024996_E126","ASCENDING",29,213,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/17_2018-04-01_clip_1000/S1A__IW___A_20180401T162251_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/17_2018-04-01_clip_1000/S1A__IW___A_20180401T162251_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/17_2018-04-01_clip_1000/S1A__IW___A_20180401T162251_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/17_2018-04-01_clip_1000/S1A__IW___A_20180401T162251_VV_gamma0-rtc.tif","0.0161447408794115","0.0849410160330757","33.2076331123446","0"
"98",97,168,176,"AC-46","B","AC-46B","2018-03-31","110",110,-10,15.26675247,66.15918547,512031.4368,7337679.111,"08:32:30","2018-03-30","minus",0.1,-7.2,"16:39:14","15:53:00","S1A_IW_SLC__1SDV_20180330T163914_20180330T163941_021247_0248AC_6826","ASCENDING",175,212,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/19_2018-03-30_clip_1000/S1A__IW___A_20180330T163914_VV_gamma0-rtc.tif","0.00666492448080319","0.0349525855063309","42.993230668149","0"
"99",98,168,176,"AC-46","B","AC-46B","2018-03-31","110",110,-10,15.26675247,66.15918547,512031.4368,7337679.111,"08:32:30","2018-03-30","minus",0.1,-7.2,"05:21:31","27:10:00","S1A_IW_SLC__1SDV_20180330T052131_20180330T052159_021240_024878_9540","DESCENDING",168,374,"C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_layoverShadowMask.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_localIncidenceAngle.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VH_gamma0-rtc.tif","C:/Users/trygg/Documents/Master_project/Data/Processed_granules/processed_granules_clip_era5_1000/20_2018-03-30_clip_1000/S1A__IW___D_20180330T052131_VV_gamma0-rtc.tif","0.0065671173394585","0.039242256611208","46.3346910318436","0"
